title,date,url
É falso que Bolsonaro recebeu antes de Lula brasileiros repatriados da Faixa de Gaza,"14 de novembro de 2023, 16h49",https://www.aosfatos.org/noticias/falso-bolsonaro-lula-brasileiros-gaza/
Ação contra vacinação de crianças e adolescentes não é recente e foi derrubada pela Justiça em 2022,"8 de novembro de 2023, 18h01",https://www.aosfatos.org/noticias/acao-contra-vacinacao-criancas-antiga-derrubada-justica-2022/
Vídeo não mostra militares venezuelanos discutindo com civis brasileiros,"9 de novembro de 2023, 12h51",https://www.aosfatos.org/noticias/video-falso-militares-venezuelanos-no-Brasil/
"Vídeo mostra gravação no Líbano, não encenação feita por palestinos para culpar Israel por violência","10 de novembro de 2023, 15h26",https://www.aosfatos.org/noticias/falso-video-libano-encenacao-palestinos-culpar-israel/
É falsa foto que mostra Sergio Massa diante de mesa com cocaína,"10 de novembro de 2023, 16h33",https://www.aosfatos.org/noticias/falsa-foto-sergio-massa-mesa-com-cocaina/
"Lula se referia a dados de 2018 quando disse que Brasil tinha R$ 1,45 trilhão em reservas","13 de novembro de 2023, 16h00",https://www.aosfatos.org/noticias/falso-lula-2018-brasil-reservas/
Vídeo antigo de segurança agredindo criança na Suécia é falsamente relacionado a conflito entre Hamas e Israel,"8 de novembro de 2023, 13h25",https://www.aosfatos.org/noticias/video-antigo-de-seguranca-agredindo-crianca-na-suecia-e-falsamente-relacionado-a-conflito-entre-hamas-e-israel/
Denúncia de suposto superfaturamento em kit odontológico não tem relação com governo Lula,"8 de novembro de 2023, 12h59",https://www.aosfatos.org/noticias/denuncia-de-suposto-superfaturamento-em-kit-odontologico-nao-tem-relacao-com-governo-lula/
"Vídeo mostra túneis do Hezbollah, não passagens construídas pelo Hamas para invadir Israel","7 de novembro de 2023, 18h44",https://www.aosfatos.org/noticias/video-mostra-tuneis-hezbollah-nao-passagens-hamas-invadir-israel/
Posts usam vídeo antigo para afirmar que governo Lula defende ‘taxação do sol’,"8 de novembro de 2023, 17h33",https://www.aosfatos.org/noticias/posts-usam-video-antigo-afirmar-governo-lula-defende-taxacao-do-sol/
É falso vídeo que mostra Sergio Massa cheirando cocaína,"9 de novembro de 2023, 13h36",https://www.aosfatos.org/noticias/falso-video-sergio-massa-cocaina/
"Dino diz em vídeo ser fã de comediante, não de mulher de líder do Comando Vermelho","14 de novembro de 2023, 12h43",https://www.aosfatos.org/noticias/video-flavio-dino-comediante-mulher-lider-comando-vermelho/
"Vídeo mostra bandeira de Barcarena, no Pará, e não versão comunista do símbolo nacional","13 de novembro de 2023, 16h26",https://www.aosfatos.org/noticias/falso-video-bandeira-barcarena-versao-comunista-simbolo-nacional/
Vídeo antigo de explosão em mercado no México circula como se mostrasse destruição de túnel do Hamas,"14 de novembro de 2023, 16h03",https://www.aosfatos.org/noticias/video-antigo-mexico-circula-destruicao-tunel-do-hamas/
"Vídeo em que deputado português xinga Lula foi gravado em janeiro, não em abril","26 de abril de 2023, 16h11",https://www.aosfatos.org/noticias/video-deputado-portugues-xinga-lula-gravado-janeiro-nao-abril/
"Na CPI, Ernesto Araújo mente ao dizer que não provocou atritos com a China","18 de maio de 2021, 11h10",https://www.aosfatos.org/noticias/na-cpi-ernesto-araujo-mente-ao-dizer-que-nao-provocou-atritos-com-china/
"De volta à CPI, Queiroga distorce dados para defender Copa América e atuação do governo","8 de junho de 2021, 15h13",https://www.aosfatos.org/noticias/de-volta-cpi-queiroga-distorce-dados-para-defender-copa-america-e-atuacao-do-governo/
"Na CPI da Covid-19, Elcio Franco contradiz ações do governo para compra de vacinas","9 de junho de 2021, 17h06",https://www.aosfatos.org/noticias/na-cpi-da-covid-19-elcio-franco-contradiz-acoes-do-governo-para-compra-de-vacinas/
"Na CPI, Nise Yamaguchi defende 'tratamento precoce' com informações enganosas","1 de junho de 2021, 14h24",https://www.aosfatos.org/noticias/na-cpi-nise-yamaguchi-defende-tratamento-precoce-com-informacoes-enganosas/
Posts distorcem valores e contexto para criticar bolsonarista que viralizou ao dar banho de gasolina em carro,"18 de maio de 2023, 17h47",https://www.aosfatos.org/noticias/posts-distorcem-contexto-bolsonarista-banho-de-gasolina/
"Em entrevista ao podcast Podpah, Lula erra ao citar dados sobre fome e legado do PT na economia","3 de dezembro de 2021, 18h21",https://www.aosfatos.org/noticias/checamos-lula-entrevista-podcast-podpah/
"No Roda Viva, Doria mente ao negar declaração de que policiais iam atirar para matar","24 de agosto de 2021, 15h07",https://www.aosfatos.org/noticias/no-roda-viva-doria-mente-ao-negar-declaracao-de-que-policiais-iam-atirar-para-matar/
Texto usa alegações enganosas para dizer que entrada de Gilmar Mendes no STF foi ilegal,"21 de março de 2022, 12h26",https://www.aosfatos.org/noticias/corrente-gilmar-mendes-STF/
"Na CPI, Hang falseia fatos sobre Covid-19, Sete de Setembro e empréstimos do BNDES","29 de setembro de 2021, 13h21",https://www.aosfatos.org/noticias/luciano-hang-depoimento-cpi-covid/
"Em discurso no 7 de Setembro, Bolsonaro repete alegações falsas para atacar adversários e eleições","7 de setembro de 2021, 17h29",https://www.aosfatos.org/noticias/em-discurso-no-7-de-setembro-bolsonaro-repete-alegacoes-falsas-para-atacar-adversarios-e-eleicoes/
Lula cita na Fiesp informações falsas sobre voto feminino e produção de carnes,"9 de agosto de 2022, 16h40",https://www.aosfatos.org/noticias/lula-cita-na-fiesp-informacoes-falsas-sobre-voto-feminino-e-producao-de-carnes/
"Da ditadura à eleição de 2018, Bolsonaro mente ao Flow Podcast","8 de agosto de 2022, 20h37",https://www.aosfatos.org/noticias/bolsonaro-no-flow/
"No Roda Viva, Tebet erra informação sobre financiamento federal ao SUS","9 de agosto de 2022, 14h47",https://www.aosfatos.org/noticias/roda-viva-simone-tebet/
"No Roda Viva, Ciro Gomes erra sobre endividamento de estados e acesso à internet","15 de agosto de 2022, 23h16",https://www.aosfatos.org/noticias/checamos-ciro-gomes-roda-viva/
"No Flow, Lula infla legado do PT e distorce fala de Bolsonaro sobre mentiras na política","18 de outubro de 2022, 20h37",https://www.aosfatos.org/noticias/lula-flow-podcast-checamos/
"No exterior, Lula desinforma sobre projeto da Petrobras na Amazônia e guerra na Ucrânia","24 de maio de 2023, 18h19",https://www.aosfatos.org/noticias/checamos-lula-exterior-petrobras-amazonia/
"Na RedeTV!, Lula desinforma ao comentar indicação ao BC e reações ao caso Americanas","3 de fevereiro de 2023, 17h17",https://www.aosfatos.org/noticias/lula-entrevista-redetv/
Vídeo que mostra aliados do governo no Planalto em 8 de janeiro foi gravado após expulsão de invasores,"29 de maio de 2023, 15h25",https://www.aosfatos.org/noticias/video-aliados-governo-planalto-8-de-janeiro/
Fala de Gilmar Mendes é manipulada para desinformar sobre o processo eleitoral,"14 de julho de 2023, 17h38",https://www.aosfatos.org/noticias/video-gilmar-mendes-mesario-pianista/
Autorização para apreensão de documentos de Bolsonaro em maio circula como atual,"25 de julho de 2023, 15h26",https://www.aosfatos.org/noticias/apreensao-documentos-bolsonaro/
Decisão de Nunes Marques que derrubou cassação de Francischini foi revertida pelo STF,"11 de julho de 2023, 17h15",https://www.aosfatos.org/noticias/nunes-marques-cassacao-francischini-revisao-stf/
Não é verdade que Lula diminuiu o valor do Bolsa Família,"19 de julho de 2023, 18h44",https://www.aosfatos.org/noticias/valor-bolsa-familia-governo-lula/
Peças omitem que Anvisa defendeu vacinação em alerta de 2021 sobre riscos,"14 de junho de 2023, 17h46",https://www.aosfatos.org/noticias/nota-anvisa-2021-vacina/
Justiça de SP não proibiu leitura da Bíblia em sessões das Câmaras Municipais,"21 de agosto de 2023, 15h57",https://www.aosfatos.org/noticias/justica-de-sp-nao-proibiu-biblia/
"Governo Lula bloqueou R$ 1,5 bilhão de dez ministérios, sendo 52% de Saúde e Educação","3 de agosto de 2023, 16h24",https://www.aosfatos.org/noticias/governo-lula-bloqueou-orcamento-saude-educacao/
Lula falseia dados sobre dívida de países africanos e voos do Brasil ao continente,"29 de agosto de 2023, 17h05",https://www.aosfatos.org/noticias/lula-falseia-dados-divida-paises-africanos/
Peças omitem que projeto contra abuso infantil revogado pelo governo foi substituído por novo programa,"8 de setembro de 2023, 15h42",https://www.aosfatos.org/noticias/projeto-abuso-infantil-marajo-revogado-pelo-governo-foi-substituido/
Protesto em PE pede volta de sistema de irrigação sem relação com transposição do São Francisco,"10 de outubro de 2023, 13h21",https://www.aosfatos.org/noticias/protesto-pe-volta-irrigacao-transposicao-sao-francisco/
Embargos internacionais não são o único motivo da queda no preço da carne,"18 de setembro de 2023, 18h00",https://www.aosfatos.org/noticias/embargos-internacionais-preco-da-carne/
Marina Silva não disse que nanomísseis e irregularidades cósmicas são causa de incêndios na Amazônia,"10 de novembro de 2023, 13h10",https://www.aosfatos.org/noticias/falso-marina-silva-nanomisseis-incendios-amazonia/
title,date,quote-text,status,url
Não é verdade que arroz paquistanês infectado por vírus está sendo vendido no Brasil,"17 de novembro de 2023, 16h57",Um funcionário da alfândega informou que chegou um carregamento de arroz que não passou pelos padrões de saúde porque traz um vírus/bactéria que só é visto no Paquistão. O arroz é de lá e eles conseguiram com o governo petista liberação da mercadoria que já se encontra no mercado brasileiro.,falso.png,https://www.aosfatos.org/noticias/nao-e-verdade-arroz-paquistanes-infectado-vendido-no-brasil/
É falso vídeo que mostra Sergio Massa cheirando cocaína,"9 de novembro de 2023, 13h36",Esse é o candidato do Lula na Argentina (Sérgio Massa) cheirando até trincar.,falso.png,https://www.aosfatos.org/noticias/falso-video-sergio-massa-cocaina/
Marina Silva não disse que nanomísseis e irregularidades cósmicas são causa de incêndios na Amazônia,"10 de novembro de 2023, 13h10",Marina Silva explica que os incêndios na Amazônia são causados por nanomísseis e irregularidades cósmicas,falso.png,https://www.aosfatos.org/noticias/falso-marina-silva-nanomisseis-incendios-amazonia/
"Dino diz em vídeo ser fã de comediante, não de mulher de líder do Comando Vermelho","14 de novembro de 2023, 12h43",Ministro da Justiça fã de dama do tráfico.,falso.png,https://www.aosfatos.org/noticias/video-flavio-dino-comediante-mulher-lider-comando-vermelho/
"Dino diz em vídeo ser fã de comediante, não de mulher de líder do Comando Vermelho","14 de novembro de 2023, 12h43","
",falso.png,https://www.aosfatos.org/noticias/video-flavio-dino-comediante-mulher-lider-comando-vermelho/
"Dino diz em vídeo ser fã de comediante, não de mulher de líder do Comando Vermelho","14 de novembro de 2023, 12h43","
",falso.png,https://www.aosfatos.org/noticias/video-flavio-dino-comediante-mulher-lider-comando-vermelho/
Vídeo antigo de explosão em mercado no México circula como se mostrasse destruição de túnel do Hamas,"14 de novembro de 2023, 16h03",URGENTE Israel explode túnel do Hamas cheio de explosivos! STRIKE!,falso.png,https://www.aosfatos.org/noticias/video-antigo-mexico-circula-destruicao-tunel-do-hamas/
Vídeo de setembro de 2022 circula como se mostrasse manifestação recente em Brasília contra governo Lula,"16 de novembro de 2023, 15h16",Manifestação hoje dia 15.11.23 ao vivo.,falso.png,https://www.aosfatos.org/noticias/falso-video-manifestacao-contra-lula/
É falso que Bolsonaro recebeu antes de Lula brasileiros repatriados da Faixa de Gaza,"14 de novembro de 2023, 16h49",Bolsonaro passa a perna em Lula e recebe os brasileiros primeiro que Lula.,falso.png,https://www.aosfatos.org/noticias/falso-bolsonaro-lula-brasileiros-gaza/
"Vídeo de manifestação na Paulista é de 2018, não de protesto recente contra Lula","16 de novembro de 2023, 16h43",Avenida Paulista 15/11/2023.,falso.png,https://www.aosfatos.org/noticias/video-manifestacao-paulista-2018-nao-protesto-recente-lula/
É falso que rio Nilo amanheceu vermelho; vídeo mostra lagoa no Chile,"17 de novembro de 2023, 16h45","O Rio Nilo amanheceu vermelho no Egito . Quer queiram ou não alguma explicação, as profecias se cumprem.",falso.png,https://www.aosfatos.org/noticias/falso-rio-nilo-vermelho-lagoa-chile/
Vídeo não mostra fortes ondas atingindo ponte Rio-Niterói,"17 de novembro de 2023, 13h46",Olha o que está acontecendo na ponte Rio-Niterói.,falso.png,https://www.aosfatos.org/noticias/falso-video-ondas-ponte-rio-niteroi/
"Vídeo em que deputado português xinga Lula foi gravado em janeiro, não em abril","26 de abril de 2023, 16h11",Linda convenção ontem em Portugal. Assistam como o faz o L foi tratado,nao_e_bem_assim.png,https://www.aosfatos.org/noticias/video-deputado-portugues-xinga-lula-gravado-janeiro-nao-abril/
"Lula se referia a dados de 2018 quando disse que Brasil tinha R$ 1,45 trilhão em reservas","13 de novembro de 2023, 16h00",Lula confirma que Bolsonaro deixou muito dinheiro no país.,falso.png,https://www.aosfatos.org/noticias/falso-lula-2018-brasil-reservas/
É falsa foto que mostra Sergio Massa diante de mesa com cocaína,"10 de novembro de 2023, 16h33",Sergio Massa aparece em foto com fileiras de cocaína sobre uma mesa,falso.png,https://www.aosfatos.org/noticias/falsa-foto-sergio-massa-mesa-com-cocaina/
"Vídeo mostra bandeira de Barcarena, no Pará, e não versão comunista do símbolo nacional","13 de novembro de 2023, 16h26","Literalmente o Brasil é um país sem lei, se fosse nos USA, com certeza seria cadeia na hora. Detalhe, em um órgão público. Mais grave ainda!!!",falso.png,https://www.aosfatos.org/noticias/falso-video-bandeira-barcarena-versao-comunista-simbolo-nacional/
"Vídeo mostra gravação no Líbano, não encenação feita por palestinos para culpar Israel por violência","10 de novembro de 2023, 15h26",É ASSIM QUE CRIAM A FARSA EM QUE FAZEM O MUNDO ACREDITAR.,falso.png,https://www.aosfatos.org/noticias/falso-video-libano-encenacao-palestinos-culpar-israel/
"Vídeo mostra gravação no Líbano, não encenação feita por palestinos para culpar Israel por violência","10 de novembro de 2023, 15h26","
",falso.png,https://www.aosfatos.org/noticias/falso-video-libano-encenacao-palestinos-culpar-israel/
"De volta à CPI, Queiroga distorce dados para defender Copa América e atuação do governo","8 de junho de 2021, 15h13","Campeonato Brasileiro de futebol aconteceu com mais de cem partidas, dentro de um ambiente controlado, sem público nos estádios, e houve apenas um caso positivo [de Covid-19]...",falso.png,https://www.aosfatos.org/noticias/de-volta-cpi-queiroga-distorce-dados-para-defender-copa-america-e-atuacao-do-governo/
"De volta à CPI, Queiroga distorce dados para defender Copa América e atuação do governo","8 de junho de 2021, 15h13","O que coloca o Brasil em uma posição, que está entre os cinco países que mais doses de vacinas distribuiu com a sua população.",falso.png,https://www.aosfatos.org/noticias/de-volta-cpi-queiroga-distorce-dados-para-defender-copa-america-e-atuacao-do-governo/
"De volta à CPI, Queiroga distorce dados para defender Copa América e atuação do governo","8 de junho de 2021, 15h13","O Brasil, no ranking mundial do Our World in Data, é o terceiro país que mais aplicou a primeira dose de vacina. EUA, Índia e Brasil.",falso.png,https://www.aosfatos.org/noticias/de-volta-cpi-queiroga-distorce-dados-para-defender-copa-america-e-atuacao-do-governo/
"De volta à CPI, Queiroga distorce dados para defender Copa América e atuação do governo","8 de junho de 2021, 15h13",82% dos indígenas tomaram a primeira dose e 71% dos indígenas tomaram a segunda dose. Aqui me refiro aos indígenas aldeados.,falso.png,https://www.aosfatos.org/noticias/de-volta-cpi-queiroga-distorce-dados-para-defender-copa-america-e-atuacao-do-governo/
"Na CPI, Ernesto Araújo mente ao dizer que não provocou atritos com a China","18 de maio de 2021, 11h10",Jamais provoquei nenhum atrito com a China.,falso.png,https://www.aosfatos.org/noticias/na-cpi-ernesto-araujo-mente-ao-dizer-que-nao-provocou-atritos-com-china/
"Na CPI, Ernesto Araújo mente ao dizer que não provocou atritos com a China","18 de maio de 2021, 11h10",O Brasil foi o primeiro país que recebeu vacinas exportadas pela Índia.,falso.png,https://www.aosfatos.org/noticias/na-cpi-ernesto-araujo-mente-ao-dizer-que-nao-provocou-atritos-com-china/
"Na CPI, Ernesto Araújo mente ao dizer que não provocou atritos com a China","18 de maio de 2021, 11h10","A OMS, em certo momento, disse que o vírus não era transmissível entre humanos. Isso está documentado, se me permite citar algumas datas, em 23 de janeiro. Depois, em 4 de fevereiro, a OMS disse: ""Sim, é transmissível entre humanos"".",falso.png,https://www.aosfatos.org/noticias/na-cpi-ernesto-araujo-mente-ao-dizer-que-nao-provocou-atritos-com-china/
"Na CPI, Ernesto Araújo mente ao dizer que não provocou atritos com a China","18 de maio de 2021, 11h10","Outro índice dos bons resultados encontra-se na balança comercial, onde atingimos, em 2019, o saldo de US$35 bilhões e, em 2020, o saldo recorde de US$50 bilhões.",falso.png,https://www.aosfatos.org/noticias/na-cpi-ernesto-araujo-mente-ao-dizer-que-nao-provocou-atritos-com-china/
"Na CPI, Ernesto Araújo mente ao dizer que não provocou atritos com a China","18 de maio de 2021, 11h10",Eu sou a favor de máscara.,falso.png,https://www.aosfatos.org/noticias/na-cpi-ernesto-araujo-mente-ao-dizer-que-nao-provocou-atritos-com-china/
"Na CPI, Ernesto Araújo mente ao dizer que não provocou atritos com a China","18 de maio de 2021, 11h10",Os EUA adotaram uma posição desde o começo de proibição total de exportação de vacinas para qualquer país.,falso.png,https://www.aosfatos.org/noticias/na-cpi-ernesto-araujo-mente-ao-dizer-que-nao-provocou-atritos-com-china/
"Na CPI, Ernesto Araújo mente ao dizer que não provocou atritos com a China","18 de maio de 2021, 11h10","Como eu procurei explicar, não temos nada contra o sistema multilateral.",falso.png,https://www.aosfatos.org/noticias/na-cpi-ernesto-araujo-mente-ao-dizer-que-nao-provocou-atritos-com-china/
"Na CPI, Ernesto Araújo mente ao dizer que não provocou atritos com a China","18 de maio de 2021, 11h10","Manifestamos desde junho de 2020 a intenção de aderir ao consórcio Covax, da OMS, tão logo essa iniciativa foi definida e dela participamos ativamente desde então.",falso.png,https://www.aosfatos.org/noticias/na-cpi-ernesto-araujo-mente-ao-dizer-que-nao-provocou-atritos-com-china/
